,name,period,price,ef_r,yax,currency,noi,yld,rate
262,Turks (Approx) - Miami S. Beach 5 stars,2007-07-01,220472.6139,3071.7641514027478, -  Per Unit,USD,0.08359580168435826,0.04731413043478261,0.06731413043478261
263,Turks (Approx) - Miami S. Beach 5 stars,2007-10-01,212108.6761,2997.8812250722744, -  Per Unit,USD,0.08480222346941349,0.04256776086956521,0.06256776086956521
264,Turks (Approx) - Miami S. Beach 5 stars,2008-01-01,202068.5126,2979.0651588478713, -  Per Unit,USD,0.08845708182387654,0.036362956043956035,0.05636295604395604
265,Turks (Approx) - Miami S. Beach 5 stars,2008-04-01,189126.4194,2965.8676210341523, -  Per Unit,USD,0.09409159113073608,0.03861756043956044,0.05861756043956044
266,Turks (Approx) - Miami S. Beach 5 stars,2008-07-01,174692.1649,2929.690743217216, -  Per Unit,USD,0.10062354238592013,0.0385636847826087,0.058563684782608705
267,Turks (Approx) - Miami S. Beach 5 stars,2008-10-01,160912.3886,2886.6846838274687, -  Per Unit,USD,0.10763688398175211,0.03215653260869565,0.052156532608695655
268,Turks (Approx) - Miami S. Beach 5 stars,2009-01-01,150612.8896,2834.113740974107, -  Per Unit,USD,0.11290323484932756,0.02706626666666667,0.04706626666666667
269,Turks (Approx) - Miami S. Beach 5 stars,2009-04-01,144855.077,2823.3847866764454, -  Per Unit,USD,0.11694659980788022,0.0330422967032967,0.0530422967032967
270,Turks (Approx) - Miami S. Beach 5 stars,2009-07-01,144551.291,2833.7534435987473, -  Per Unit,USD,0.11762275206239758,0.03501017391304348,0.055010173913043484
271,Turks (Approx) - Miami S. Beach 5 stars,2009-10-01,149735.4221,2847.4498856223654, -  Per Unit,USD,0.11409924969072627,0.03446005434782608,0.05446005434782608
272,Turks (Approx) - Miami S. Beach 5 stars,2010-01-01,158984.4405,2879.964285490132, -  Per Unit,USD,0.10868853366151132,0.037015599999999996,0.0570156
273,Turks (Approx) - Miami S. Beach 5 stars,2010-04-01,171783.9728,2912.492795610889, -  Per Unit,USD,0.10172635135182607,0.03472313186813186,0.054723131868131866
274,Turks (Approx) - Miami S. Beach 5 stars,2010-07-01,183507.2383,2905.736345392419, -  Per Unit,USD,0.09500670509711721,0.027772521739130435,0.047772521739130436
275,Turks (Approx) - Miami S. Beach 5 stars,2010-10-01,202159.8695,2896.7027841152344, -  Per Unit,USD,0.08597263516086415,0.02846854347826087,0.04846854347826087
276,Turks (Approx) - Miami S. Beach 5 stars,2011-01-01,213049.7496,2900.5308254277334, -  Per Unit,USD,0.08168601458223164,0.034341344444444435,0.05434134444444444
277,Turks (Approx) - Miami S. Beach 5 stars,2011-04-01,217267.2666,2899.3687525987616, -  Per Unit,USD,0.0800682624116585,0.03185416483516483,0.051854164835164834
278,Turks (Approx) - Miami S. Beach 5 stars,2011-07-01,219036.8138,2902.500128825137, -  Per Unit,USD,0.07950718635294,0.024121673913043474,0.044121673913043474
279,Turks (Approx) - Miami S. Beach 5 stars,2011-10-01,219845.1497,2914.7406778465725, -  Per Unit,USD,0.07954891927770119,0.02037721739130435,0.04037721739130435
280,Turks (Approx) - Miami S. Beach 5 stars,2012-01-01,230345.1671,2930.7458925575484, -  Per Unit,USD,0.0763396756994312,0.02017664835164835,0.04017664835164835
281,Turks (Approx) - Miami S. Beach 5 stars,2012-04-01,234699.1054,2953.1874731157445, -  Per Unit,USD,0.07549719803360813,0.018039802197802202,0.0380398021978022
282,Turks (Approx) - Miami S. Beach 5 stars,2012-07-01,237827.3397,2959.2462210606645, -  Per Unit,USD,0.07465700683849505,0.016254673913043475,0.036254673913043475
283,Turks (Approx) - Miami S. Beach 5 stars,2012-10-01,240830.5723,3109.5967734195287, -  Per Unit,USD,0.07747181125025783,0.016895326086956524,0.036895326086956524
284,Turks (Approx) - Miami S. Beach 5 stars,2013-01-01,243108.2304,3205.6652043705094, -  Per Unit,USD,0.07911698914749313,0.019283033333333335,0.039283033333333335
285,Turks (Approx) - Miami S. Beach 5 stars,2013-04-01,243962.9815,3238.9908831491525, -  Per Unit,USD,0.07965940233803429,0.019750263736263738,0.03975026373626374
286,Turks (Approx) - Miami S. Beach 5 stars,2013-07-01,244469.005,3270.495556948708, -  Per Unit,USD,0.08026773513350802,0.026953282608695655,0.046953282608695655
287,Turks (Approx) - Miami S. Beach 5 stars,2013-10-01,246570.3346,3324.833449790458, -  Per Unit,USD,0.0809059237848102,0.02733794565217391,0.04733794565217391
288,Turks (Approx) - Miami S. Beach 5 stars,2014-01-01,251937.1793,3344.7400131394097, -  Per Unit,USD,0.07965652443436902,0.02755097777777778,0.04755097777777778
289,Turks (Approx) - Miami S. Beach 5 stars,2014-04-01,255401.6165,3282.521487180055, -  Per Unit,USD,0.07711434717203652,0.02608876923076924,0.04608876923076924
290,Turks (Approx) - Miami S. Beach 5 stars,2014-07-01,261311.1993,3246.7978032259257, -  Per Unit,USD,0.0745501412551037,0.02486604347826087,0.04486604347826087
291,Turks (Approx) - Miami S. Beach 5 stars,2014-10-01,266668.3435,3610.5169487796275, -  Per Unit,USD,0.08123612052466124,0.022648728260869565,0.042648728260869566
292,Turks (Approx) - Miami S. Beach 5 stars,2015-01-01,274029.4438,3703.128138855157, -  Per Unit,USD,0.08108168423444043,0.019670200000000002,0.0396702
293,Turks (Approx) - Miami S. Beach 5 stars,2015-04-01,278154.7444,3759.6682590673504, -  Per Unit,USD,0.0810987768807013,0.021531857142857148,0.04153185714285715
294,Turks (Approx) - Miami S. Beach 5 stars,2015-07-01,283482.0503,3603.5273962958076, -  Per Unit,USD,0.07626995908521848,0.022143967391304354,0.042143967391304354
295,Turks (Approx) - Miami S. Beach 5 stars,2015-10-01,287036.1252,3712.200879122732, -  Per Unit,USD,0.07759721972005074,0.021806923913043483,0.041806923913043484
296,Turks (Approx) - Miami S. Beach 5 stars,2016-01-01,290732.761,3665.7351620827435, -  Per Unit,USD,0.07565164275551478,0.019168879120879122,0.03916887912087912
297,Turks (Approx) - Miami S. Beach 5 stars,2016-04-01,298093.1245,3598.6140366503964, -  Per Unit,USD,0.07243268108286201,0.017444373626373622,0.03744437362637362
298,Turks (Approx) - Miami S. Beach 5 stars,2016-07-01,300174.9303,3514.029966791441, -  Per Unit,USD,0.07023964253002991,0.015583554347826083,0.035583554347826084
299,Turks (Approx) - Miami S. Beach 5 stars,2016-10-01,302220.7582,3422.929366817989, -  Per Unit,USD,0.0679555445603006,0.021299489130434782,0.04129948913043478
300,Turks (Approx) - Miami S. Beach 5 stars,2017-01-01,304341.6116,3416.374648091589, -  Per Unit,USD,0.06735276119747514,0.02442081111111111,0.04442081111111111
301,Turks (Approx) - Miami S. Beach 5 stars,2017-04-01,320510.0495,3251.759421307944, -  Per Unit,USD,0.06087346265205847,0.022559846153846156,0.042559846153846156
302,Turks (Approx) - Miami S. Beach 5 stars,2017-07-01,309759.7832,3458.2544271417446, -  Per Unit,USD,0.06698586352461802,0.022373510869565214,0.042373510869565215
303,Turks (Approx) - Miami S. Beach 5 stars,2017-10-01,311844.1676,3335.5774257896765, -  Per Unit,USD,0.06417777413881015,0.023700913043478263,0.043700913043478264
304,Turks (Approx) - Miami S. Beach 5 stars,2018-01-01,314274.8238,3510.0209580436363, -  Per Unit,USD,0.06701181308008362,0.027541511111111115,0.047541511111111115
305,Turks (Approx) - Miami S. Beach 5 stars,2018-04-01,317438.9132,3628.4067842808495, -  Per Unit,USD,0.0685815122230109,0.02919126373626373,0.04919126373626373
306,Turks (Approx) - Miami S. Beach 5 stars,2018-07-01,322535.494,3650.6342981473485, -  Per Unit,USD,0.06791130339560114,0.029177945652173912,0.04917794565217391
307,Turks (Approx) - Miami S. Beach 5 stars,2018-10-01,327618.3222,3665.773995518632, -  Per Unit,USD,0.06713496310406229,0.030362239130434784,0.050362239130434784
308,Turks (Approx) - Miami S. Beach 5 stars,2019-01-01,329758.4539,3678.5291265673645, -  Per Unit,USD,0.06693133867645232,0.026483777777777776,0.04648377777777778
309,Turks (Approx) - Miami S. Beach 5 stars,2019-04-01,332400.1886,3688.817219709343, -  Per Unit,USD,0.0665851105905662,0.02333271428571428,0.04333271428571428
310,Turks (Approx) - Miami S. Beach 5 stars,2019-07-01,334495.6242,3701.141033852188, -  Per Unit,USD,0.06638904845534038,0.017925108695652173,0.037925108695652174
311,Turks (Approx) - Miami S. Beach 5 stars,2019-10-01,340096.7549,3712.407173626359, -  Per Unit,USD,0.06549442980809268,0.01790935869565218,0.03790935869565218
312,Turks (Approx) - Miami S. Beach 5 stars,2020-01-01,341099.3469,3750.231740009213, -  Per Unit,USD,0.06596726333413944,0.013767076923076927,0.03376707692307693
313,Turks (Approx) - Miami S. Beach 5 stars,2020-04-01,344160.2915,3767.7005240669514, -  Per Unit,USD,0.06568509994535994,0.006787263736263736,0.026787263736263736
314,Turks (Approx) - Miami S. Beach 5 stars,2020-07-01,350148.4608,3833.4085527488546, -  Per Unit,USD,0.06568771218911817,0.006458163043478262,0.026458163043478262
315,Turks (Approx) - Miami S. Beach 5 stars,2020-10-01,363355.6607,3990.468077765253, -  Per Unit,USD,0.06589358872369293,0.008540815217391303,0.028540815217391304
316,Turks (Approx) - Miami S. Beach 5 stars,2021-01-01,384718.5441,4188.866123624144, -  Per Unit,USD,0.06532878938950233,0.013100944444444446,0.03310094444444445
317,Turks (Approx) - Miami S. Beach 5 stars,2021-04-01,411480.5664,4355.780009432145, -  Per Unit,USD,0.06351376514629213,0.01579798901098901,0.03579798901098901
318,Turks (Approx) - Miami S. Beach 5 stars,2021-07-01,436240.7201,4510.6064453125, -  Per Unit,USD,0.06203831376784627,0.01318886956521739,0.03318886956521739
319,Turks (Approx) - Miami S. Beach 5 stars,2021-10-01,452207.5344,4864.017578125, -  Per Unit,USD,0.06453697306806748,0.015224673913043479,0.03522467391304348
320,Turks (Approx) - Miami S. Beach 5 stars,2022-01-01,476035.7012,4995.82275390625, -  Per Unit,USD,0.06296783297529177,0.019318333333333337,0.03931833333333334
321,Turks (Approx) - Miami S. Beach 5 stars,2022-04-01,516562.3964,5147.67626953125, -  Per Unit,USD,0.059791533089588046,0.029186923076923072,0.04918692307692307
322,Turks (Approx) - Miami S. Beach 5 stars,2022-07-01,512485.3528,5219.68408203125, -  Per Unit,USD,0.06111024309490763,0.03082071739130435,0.05082071739130435
323,Turks (Approx) - Miami S. Beach 5 stars,2022-10-01,491966.906,5354.34716796875, -  Per Unit,USD,0.06530130912466803,0.03819154347826087,0.058191543478260874
324,Turks (Approx) - Miami S. Beach 5 stars,2023-01-01,477091.3391,5257.9921875, -  Per Unit,USD,0.06612560434342205,0.03644471111111111,0.056444711111111115
325,Turks (Approx) - Miami S. Beach 5 stars,2023-04-01,465372.3712,4979.22998046875, -  Per Unit,USD,0.06419672015718603,0.035932131868131864,0.05593213186813187
326,Turks (Approx) - Miami S. Beach 5 stars,2023-07-01,453050.3747,4821.5114721731525, -  Per Unit,USD,0.06385397838418104,0.0413559347826087,0.0613559347826087
327,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,5015.261253065663, -  Per Unit,USD,0.06663720545845007,0.044335195652173906,0.06433519565217391
328,el retiro Farm,2003-07-01,568.8941070451485,4.841789360737551, -  Per Squared meter,USD,0.051065278765701445,0.04193382608695652,0.06193382608695652
329,el retiro Farm,2003-10-01,588.2545319982986,4.918434284965977, -  Per Squared meter,USD,0.05016638904514418,0.04262122826086956,0.06262122826086956
330,el retiro Farm,2004-01-01,629.2433454551292,5.188821750896696, -  Per Squared meter,USD,0.04947677354118358,0.039974626373626365,0.05997462637362637
331,el retiro Farm,2004-04-01,644.2052596755844,5.3442639690509655, -  Per Squared meter,USD,0.04977541448583284,0.04577706593406593,0.06577706593406593
332,el retiro Farm,2004-07-01,689.1793624389245,5.5890934317744625, -  Per Squared meter,USD,0.0486586836726682,0.042859152173913034,0.06285915217391304
333,el retiro Farm,2004-10-01,740.4837074566482,5.816791771419146, -  Per Squared meter,USD,0.04713236804141048,0.04158758695652173,0.06158758695652174
334,el retiro Farm,2005-01-01,812.1690034815268,6.378193176173481, -  Per Squared meter,USD,0.04711969909340591,0.04289902222222222,0.06289902222222223
335,el retiro Farm,2005-04-01,838.5382732926381,6.450865351343451, -  Per Squared meter,USD,0.04615793141567568,0.0414963846153846,0.061496384615384606
336,el retiro Farm,2005-07-01,859.9003595495626,6.598342786143421, -  Per Squared meter,USD,0.046040283943594114,0.041970032608695654,0.06197003260869566
337,el retiro Farm,2005-10-01,883.0079595274892,6.709920760668211, -  Per Squared meter,USD,0.04559361456441768,0.044725456521739135,0.06472545652173914
338,el retiro Farm,2006-01-01,899.0246956453929,6.879367185988462, -  Per Squared meter,USD,0.04591220165125649,0.0455748,0.0655748
339,el retiro Farm,2006-04-01,839.7662558671843,6.423082983206943, -  Per Squared meter,USD,0.045891934368623676,0.05059930769230769,0.0705993076923077
340,el retiro Farm,2006-07-01,836.0506712193254,6.565314567764889, -  Per Squared meter,USD,0.047116626734045715,0.04888030434782609,0.06888030434782609
341,el retiro Farm,2006-10-01,923.3048999320242,6.890658959501771, -  Per Squared meter,USD,0.044778224138152474,0.046273163043478255,0.06627316304347826
342,el retiro Farm,2007-01-01,1008.483748954076,7.162483960252766, -  Per Squared meter,USD,0.04261338252211497,0.04678804444444444,0.06678804444444444
343,el retiro Farm,2007-04-01,1149.398704603921,8.213740912770879, -  Per Squared meter,USD,0.04287671917431631,0.048424120879120874,0.06842412087912088
344,el retiro Farm,2007-07-01,1178.623244213626,7.983956149944817, -  Per Squared meter,USD,0.04064380804879691,0.04731413043478261,0.06731413043478261
345,el retiro Farm,2007-10-01,1215.917007722357,8.316236885117792, -  Per Squared meter,USD,0.04103686435324568,0.04256776086956521,0.06256776086956521
346,el retiro Farm,2008-01-01,1332.539327428741,9.22394337037191, -  Per Squared meter,USD,0.04153247794121185,0.036362956043956035,0.05636295604395604
347,el retiro Farm,2008-04-01,1476.888305398223,10.103809015106584, -  Per Squared meter,USD,0.041047690518676946,0.03861756043956044,0.05861756043956044
348,el retiro Farm,2008-07-01,1392.894241055156,9.422469378136237, -  Per Squared meter,USD,0.040588017813894275,0.0385636847826087,0.058563684782608705
349,el retiro Farm,2008-10-01,1197.302306081392,7.792911086958843, -  Per Squared meter,USD,0.039052348169932034,0.03215653260869565,0.052156532608695655
350,el retiro Farm,2009-01-01,1154.130525888085,7.502520676684365, -  Per Squared meter,USD,0.03900349488240749,0.02706626666666667,0.04706626666666667
351,el retiro Farm,2009-04-01,1257.40810537807,8.409076176294983, -  Per Squared meter,USD,0.040125760953799126,0.0330422967032967,0.0530422967032967
352,el retiro Farm,2009-07-01,1444.337177826297,9.187140978556233, -  Per Squared meter,USD,0.03816480439442565,0.03501017391304348,0.055010173913043484
353,el retiro Farm,2009-10-01,1487.976037183066,9.439924845530193, -  Per Squared meter,USD,0.03806482608443565,0.03446005434782608,0.05446005434782608
354,el retiro Farm,2010-01-01,1526.362935281037,9.6897859417592, -  Per Squared meter,USD,0.03808970612867416,0.037015599999999996,0.0570156
355,el retiro Farm,2010-04-01,1565.1629472971,9.773017684917042, -  Per Squared meter,USD,0.037464537613010294,0.03472313186813186,0.054723131868131866
356,el retiro Farm,2010-07-01,1686.175120931174,10.456010265887999, -  Per Squared meter,USD,0.03720613643064702,0.027772521739130435,0.047772521739130436
357,el retiro Farm,2010-10-01,1651.297432121041,10.33305828234888, -  Per Squared meter,USD,0.03754523472761554,0.02846854347826087,0.04846854347826087
358,el retiro Farm,2011-01-01,1696.679319885535,10.586352684876712, -  Per Squared meter,USD,0.03743672440915085,0.034341344444444435,0.05434134444444444
359,el retiro Farm,2011-04-01,1818.896502068195,10.92829562493087, -  Per Squared meter,USD,0.036049205479821655,0.03185416483516483,0.051854164835164834
360,el retiro Farm,2011-07-01,1818.288492383457,10.944176859507209, -  Per Squared meter,USD,0.036113664818374275,0.024121673913043474,0.044121673913043474
361,el retiro Farm,2011-10-01,1710.076721447639,10.202259786159686, -  Per Squared meter,USD,0.03579579673193769,0.02037721739130435,0.04037721739130435
362,el retiro Farm,2012-01-01,1843.785382176395,11.254243863504714, -  Per Squared meter,USD,0.03662327721750434,0.02017664835164835,0.04017664835164835
363,el retiro Farm,2012-04-01,1926.871520751713,11.188422114036117, -  Per Squared meter,USD,0.03483913273990768,0.018039802197802202,0.0380398021978022
364,el retiro Farm,2012-07-01,1966.881039167129,11.282105259604911, -  Per Squared meter,USD,0.034416230676713296,0.016254673913043475,0.036254673913043475
365,el retiro Farm,2012-10-01,2001.959673123341,11.459436576117366, -  Per Squared meter,USD,0.03434465757715994,0.016895326086956524,0.036895326086956524
366,el retiro Farm,2013-01-01,2071.263050290997,11.365964850400301, -  Per Squared meter,USD,0.03292473599276577,0.019283033333333335,0.039283033333333335
367,el retiro Farm,2013-04-01,2102.17081664087,11.078531464166062, -  Per Squared meter,USD,0.031620260474937496,0.019750263736263738,0.03975026373626374
368,el retiro Farm,2013-07-01,2154.888350203023,10.886323709075342, -  Per Squared meter,USD,0.03031152043134769,0.026953282608695655,0.046953282608695655
369,el retiro Farm,2013-10-01,2140.733664147479,10.624594980935662, -  Per Squared meter,USD,0.029778375027797146,0.02733794565217391,0.04733794565217391
370,el retiro Farm,2014-01-01,2099.669450136032,10.553566486771214, -  Per Squared meter,USD,0.03015779408350436,0.02755097777777778,0.04755097777777778
371,el retiro Farm,2014-04-01,2291.983839797124,11.272662701505325, -  Per Squared meter,USD,0.029509796288537,0.02608876923076924,0.04608876923076924
372,el retiro Farm,2014-07-01,2407.896392765408,11.155039206020927, -  Per Squared meter,USD,0.027796144151890967,0.02486604347826087,0.04486604347826087
373,el retiro Farm,2014-10-01,2172.165841233111,9.824361882181169, -  Per Squared meter,USD,0.02713704919492888,0.022648728260869565,0.042648728260869566
374,el retiro Farm,2015-01-01,1953.300055958171,8.852374443226635, -  Per Squared meter,USD,0.02719205710220756,0.019670200000000002,0.0396702
375,el retiro Farm,2015-04-01,1967.438948240956,8.856137348167419, -  Per Squared meter,USD,0.027008118415320068,0.021531857142857148,0.04153185714285715
376,el retiro Farm,2015-07-01,1679.55289037713,7.5741209680318295, -  Per Squared meter,USD,0.02705763305732321,0.022143967391304354,0.042143967391304354
377,el retiro Farm,2015-10-01,1650.045557035687,7.40969866583723, -  Per Squared meter,USD,0.02694361486290881,0.021806923913043483,0.041806923913043484
378,el retiro Farm,2016-01-01,1218.329617403511,7.156715839987588, -  Per Squared meter,USD,0.0352452197061739,0.019168879120879122,0.03916887912087912
379,el retiro Farm,2016-04-01,1158.882641986308,8.15927460902563, -  Per Squared meter,USD,0.042243835467450364,0.017444373626373622,0.03744437362637362
380,el retiro Farm,2016-07-01,1203.628837819463,8.310601485253018, -  Per Squared meter,USD,0.04142772866912429,0.015583554347826083,0.035583554347826084
381,el retiro Farm,2016-10-01,1204.365561171502,7.935986285679959, -  Per Squared meter,USD,0.03953610037451016,0.021299489130434782,0.04129948913043478
382,el retiro Farm,2017-01-01,1274.408306131559,8.372886151515235, -  Per Squared meter,USD,0.039420111017312645,0.02442081111111111,0.04442081111111111
383,el retiro Farm,2017-04-01,1306.161309432668,8.457902828074609, -  Per Squared meter,USD,0.03885233516102986,0.022559846153846156,0.042559846153846156
384,el retiro Farm,2017-07-01,1311.698533543369,8.36434477170463, -  Per Squared meter,USD,0.03826036802424196,0.022373510869565214,0.042373510869565215
385,el retiro Farm,2017-10-01,1318.476581170519,8.461382764816998, -  Per Squared meter,USD,0.03850526988035755,0.023700913043478263,0.043700913043478264
386,el retiro Farm,2018-01-01,1394.467742281682,8.849062581690832, -  Per Squared meter,USD,0.038075011619322176,0.027541511111111115,0.047541511111111115
387,el retiro Farm,2018-04-01,1430.901181247012,9.09256562646735, -  Per Squared meter,USD,0.03812659775097801,0.02919126373626373,0.04919126373626373
388,el retiro Farm,2018-07-01,1414.775617397486,8.79499132814386, -  Per Squared meter,USD,0.037299164135960135,0.029177945652173912,0.04917794565217391
389,el retiro Farm,2018-10-01,1351.737058177579,8.185770723776017, -  Per Squared meter,USD,0.03633445132359748,0.030362239130434784,0.050362239130434784
390,el retiro Farm,2019-01-01,1388.194414392677,8.36981528870497, -  Per Squared meter,USD,0.0361756906752864,0.026483777777777776,0.04648377777777778
391,el retiro Farm,2019-04-01,1351.827528881496,8.25380060235204, -  Per Squared meter,USD,0.03663396591360103,0.02333271428571428,0.04333271428571428
392,el retiro Farm,2019-07-01,1319.888008011958,8.20102222447254, -  Per Squared meter,USD,0.03728053671837698,0.017925108695652173,0.037925108695652174
393,el retiro Farm,2019-10-01,1320.996387281488,7.755660678652656, -  Per Squared meter,USD,0.03522641281985589,0.01790935869565218,0.03790935869565218
394,el retiro Farm,2020-01-01,1288.802632892658,7.723852974825242, -  Per Squared meter,USD,0.03595827372336791,0.013767076923076927,0.03376707692307693
395,el retiro Farm,2020-04-01,1210.714278059718,7.070377802857388, -  Per Squared meter,USD,0.03503904066046859,0.006787263736263736,0.026787263736263736
396,el retiro Farm,2020-07-01,1258.433797384911,7.3576377240997015, -  Per Squared meter,USD,0.03507997515350864,0.006458163043478262,0.026458163043478262
397,el retiro Farm,2020-10-01,1296.298804836071,7.59339743686191, -  Per Squared meter,USD,0.035146514407943925,0.008540815217391303,0.028540815217391304
398,el retiro Farm,2021-01-01,1346.845290936295,7.918802306267435, -  Per Squared meter,USD,0.03527711323441969,0.013100944444444446,0.03310094444444445
399,el retiro Farm,2021-04-01,1309.426796984164,7.666874207823312, -  Per Squared meter,USD,0.03513082621563014,0.01579798901098901,0.03579798901098901
400,el retiro Farm,2021-07-01,1280.302304011318,7.46458182856396, -  Per Squared meter,USD,0.03498196545539282,0.01318886956521739,0.03318886956521739
401,el retiro Farm,2021-10-01,1288.286844731025,7.333515718562949, -  Per Squared meter,USD,0.03415473385553701,0.015224673913043479,0.03522467391304348
402,el retiro Farm,2022-01-01,1321.436921542891,7.640590386426866, -  Per Squared meter,USD,0.034692191183091,0.019318333333333337,0.03931833333333334
403,el retiro Farm,2022-04-01,1358.718318515966,7.814486119003071, -  Per Squared meter,USD,0.0345081950210473,0.029186923076923072,0.04918692307692307
404,el retiro Farm,2022-07-01,1239.910820488836,7.211606791049454, -  Per Squared meter,USD,0.03489738135298926,0.03082071739130435,0.05082071739130435
405,el retiro Farm,2022-10-01,1162.750676770139,6.840293806800739, -  Per Squared meter,USD,0.03529713089895528,0.03819154347826087,0.058191543478260874
406,el retiro Farm,2023-01-01,1218.095200123702,7.02394130346793, -  Per Squared meter,USD,0.03459799186182471,0.03644471111111111,0.056444711111111115
407,el retiro Farm,2023-04-01,1353.957489160768,7.947011609803132, -  Per Squared meter,USD,0.03521681444250799,0.035932131868131864,0.05593213186813187
408,el retiro Farm,2023-07-01,1521.282292151656,8.724040867754688, -  Per Squared meter,USD,0.03440797640028663,0.0413559347826087,0.0613559347826087
409,el retiro Farm,2023-10-01,1520.760082437432,8.704751940365789, -  Per Squared meter,USD,0.03434368921525368,0.044335195652173906,0.06433519565217391
410,la moraleja Property,2011-04-01,6466.230784740164,16.291162143574006, -  Per Squared meter,EUR,0.015116530188207912,0.021275238095238094,0.027775238095238092
411,la moraleja Property,2011-07-01,5934.956440805622,15.80910551125352, -  Per Squared meter,EUR,0.015982363815739375,0.021141969696969697,0.027641969696969696
412,la moraleja Property,2011-10-01,5759.216818491308,15.338998028256094, -  Per Squared meter,EUR,0.01598029577112638,0.02052390625,0.02702390625
413,la moraleja Property,2012-01-01,5552.576627574625,15.268677586971823, -  Per Squared meter,EUR,0.01649901868384431,0.016710461538461542,0.02321046153846154
414,la moraleja Property,2012-04-01,5192.695109530159,14.852689949805649, -  Per Squared meter,EUR,0.017161827879183383,0.012813225806451611,0.01931322580645161
415,la moraleja Property,2012-07-01,4817.305754909371,13.411239203095903, -  Per Squared meter,EUR,0.016703825605541053,0.008968769230769232,0.01546876923076923
416,la moraleja Property,2012-10-01,4901.301109770349,13.081849558253612, -  Per Squared meter,EUR,0.016014338966658465,0.005987031250000001,0.01248703125
417,la moraleja Property,2013-01-01,4935.889835532445,12.90687104618942, -  Per Squared meter,EUR,0.01568941545649038,0.005715967741935483,0.012215967741935483
418,la moraleja Property,2013-04-01,4847.165446967949,12.92909967467114, -  Per Squared meter,EUR,0.016004115992482193,0.005060476190476191,0.01156047619047619
419,la moraleja Property,2013-07-01,4827.013103871779,12.927822045033484, -  Per Squared meter,EUR,0.016069343629497083,0.005367727272727273,0.011867727272727273
420,la moraleja Property,2013-10-01,5049.103315645707,13.243436906885398, -  Per Squared meter,EUR,0.015737570905924418,0.005300937500000003,0.011800937500000002
421,la moraleja Property,2014-01-01,5065.779581815098,13.203615047956001, -  Per Squared meter,EUR,0.015638597970610957,0.005630158730158729,0.012130158730158729
422,la moraleja Property,2014-04-01,5001.860656654972,14.165455910824475, -  Per Squared meter,EUR,0.016992223754147183,0.005690967741935484,0.012190967741935484
423,la moraleja Property,2014-07-01,4726.203616731123,13.598401196095558, -  Per Squared meter,EUR,0.01726341346947835,0.004399242424242424,0.010899242424242424
424,la moraleja Property,2014-10-01,4470.461895195674,12.931565366743277, -  Per Squared meter,EUR,0.017356012425437203,0.0033371875000000007,0.0098371875
425,la moraleja Property,2015-01-01,4105.548038350651,11.466669907420536, -  Per Squared meter,EUR,0.01675781620428017,0.002545238095238096,0.009045238095238096
426,la moraleja Property,2015-04-01,4034.079545925403,11.04064844801147, -  Per Squared meter,EUR,0.016421067044892077,0.0016938709677419362,0.008193870967741936
427,la moraleja Property,2015-07-01,4079.721794331669,10.990715939219024, -  Per Squared meter,EUR,0.0161639197375999,0.0016080303030303047,0.008108030303030304
428,la moraleja Property,2015-10-01,4071.552575192903,11.05239903733773, -  Per Squared meter,EUR,0.016287249887933605,0.0008872307692307695,0.007387230769230769
429,la moraleja Property,2016-01-01,4145.424521031247,11.068188124322234, -  Per Squared meter,EUR,0.01601986199700796,6.806451612903323e-05,0.006568064516129033
430,la moraleja Property,2016-04-01,4234.84548892781,11.38663757545937, -  Per Squared meter,EUR,0.016132778782928778,-0.00016892307692307606,0.006331076923076924
431,la moraleja Property,2016-07-01,4284.417763672323,11.946945377678393, -  Per Squared meter,EUR,0.016730784956093897,-0.0005369696969696964,0.005963030303030303
432,la moraleja Property,2016-10-01,4191.94556256985,11.342893603707601, -  Per Squared meter,EUR,0.01623526847054841,-0.0007440624999999999,0.0057559375
433,la moraleja Property,2017-01-01,4118.138625884656,11.30979413107048, -  Per Squared meter,EUR,0.01647801857856242,-0.0010335384615384607,0.005466461538461539
434,la moraleja Property,2017-04-01,4393.39027732556,12.216651037293182, -  Per Squared meter,EUR,0.01668413266220906,-0.0013259677419354835,0.005174032258064516
435,la moraleja Property,2017-07-01,4758.384935985251,13.020270264666104, -  Per Squared meter,EUR,0.0164176758793099,-0.0015947692307692303,0.004905230769230769
436,la moraleja Property,2017-10-01,4907.792296410682,13.322546597927289, -  Per Squared meter,EUR,0.01628742105610795,-0.00185984126984127,0.00464015873015873
437,la moraleja Property,2018-01-01,5225.378750841591,13.681070961766487, -  Per Squared meter,EUR,0.01570918199132995,-0.0019026984126984123,0.004597301587301587
438,la moraleja Property,2018-04-01,5182.170796930333,13.538656979691927, -  Per Squared meter,EUR,0.015675272981405673,-0.0018636507936507932,0.0046363492063492065
439,la moraleja Property,2018-07-01,4970.382845893406,13.818289931312975, -  Per Squared meter,EUR,0.016680755217151722,-0.001718,0.004782
440,la moraleja Property,2018-10-01,5036.469914255984,13.929385883904317, -  Per Squared meter,EUR,0.01659422506761311,-0.0014415624999999993,0.0050584375
441,la moraleja Property,2019-01-01,5007.401485563038,14.696088813162138, -  Per Squared meter,EUR,0.0176092396691571,-0.00111126984126984,0.00538873015873016
