date,fc,fc_lower,fc_upper,yy,k,chosen_param,date_forecast
2028-07-01,7680.007147503294,6771.6754833368495,8689.992293137555,price,lagasca Property,"1, 0, 0",2023-10-01
2028-10-01,7709.221891164732,6786.255644044472,8709.403403951543,price,lagasca Property,"1, 0, 0",2023-10-01
2023-10-01,22.893082950359236,22.893082950359236,22.893082950359236,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2024-01-01,23.428328121022783,23.786703759726418,23.11317384973259,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2024-04-01,23.706751763692296,24.227387929136075,23.218530669296594,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2024-07-01,23.83129733078519,24.43654828085976,23.220096244121823,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2024-10-01,23.963934275662925,24.70661492655981,23.257688831175194,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2025-01-01,24.07886693400728,24.963134071047318,23.255283331400136,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2025-04-01,24.134109767703404,25.06114807119466,23.313848834041064,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2025-07-01,24.202993039927946,25.209929243587325,23.307296868289026,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2025-10-01,24.263802640774774,25.32486472916385,23.270688814305704,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2026-01-01,24.30370146615188,25.49855676556832,23.27850345503667,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2026-04-01,24.348544732524893,25.594543957059827,23.27115343077453,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2026-07-01,24.402193163894804,25.72482285779788,23.247429241378963,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2026-10-01,24.431916488554627,25.82773319154442,23.298693462037683,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2027-01-01,24.50966731911327,25.96716365027586,23.300611558948948,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2027-04-01,24.577756495807655,26.125860648623092,23.2663637931954,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2027-07-01,24.638170328829293,26.203517804586824,23.283652552201417,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2027-10-01,24.68867622445928,26.271002030116335,23.212124029914364,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2028-01-01,24.713542781856148,26.37411821558922,23.241698452265766,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2028-04-01,24.773483359007,26.475652891986957,23.173893579659914,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2028-07-01,24.81888132893657,26.6081653634814,23.244913752359235,ef_r,lagasca Property,"1, 0, 0",2023-10-01
2028-10-01,24.863433832089186,26.674878685652452,23.18346370775449,ef_r,lagasca Property,"1, 0, 0",2023-10-01
